nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0001864	Noah Wyle	1971	\N	actor,producer,director	tt0412915,tt0104257,tt0246578,tt0108757
nm0001865	Amy Yasbeck	1962	\N	actress	tt0100405,tt0107977,tt0112896,tt0110475
nm0001866	Bolo Yeung	1946	\N	actor,stunts,director	tt0164441,tt0092675,tt0101764,tt0070034
nm0001867	Amy Yip	1965	\N	actress	tt0101490,tt0100014,tt0102562,tt0105287
nm0001868	Michael York	1942	\N	actor,soundtrack,producer	tt0068327,tt0074812,tt0145660,tt0063518
nm0001869	Tina Yothers	1973	\N	actress	tt0089125,tt0195301,tt0084675,tt0083413
nm0001870	Robert Young	1907	1998	actor,soundtrack,producer	tt0034923,tt0063927,tt0039286,tt0046600
nm0001871	Pia Zadora	1954	\N	actress,soundtrack	tt0096402,tt0082122,tt0085863,tt0095270
nm0001872	Steve Zahn	1967	\N	actor,soundtrack	tt0971209,tt0318649,tt0462504,tt3450958
nm0001873	Steven Zaillian	1953	\N	writer,producer,director	tt0108052,tt1568346,tt1210166,tt0108065
nm0001874	Franco Zeffirelli	1923	\N	miscellaneous,production_designer,director	tt0069824,tt0061407,tt0063518,tt0084821
nm0001875	Anthony Zerbe	1936	\N	actor	tt0234215,tt0097742,tt0070511,tt0067525
nm0001876	Catherine Zeta-Jones	1969	\N	actress,soundtrack	tt0137494,tt0120746,tt0299658,tt0181865
nm0001877	Hans Zimmer	1957	\N	music_department,composer,soundtrack	tt0172495,tt0988045,tt0816692,tt1375666
nm0001878	David Zucker	1947	\N	writer,producer,director	tt0088286,tt0102510,tt0095705,tt0080339
nm0001879	Daphne Zuniga	1962	\N	actress,producer,director	tt0087472,tt0090103,tt0094012,tt0097368
nm0001880	Edward Zwick	1952	\N	producer,writer,director	tt0115956,tt0325710,tt0092492,tt0138097
nm0001881	Maryam d'Abo	1960	\N	actress,producer,writer	tt0093428,tt0105395,tt0340477,tt1235124
nm0001882	Olivia d'Abo	1969	\N	actress,soundtrack,music_department	tt0086987,tt2027128,tt0107843,tt0087078
nm0001883	Jenna von Oÿ	1977	\N	actress	tt0101050,tt0200353,tt0096969,tt0113198
nm0001884	Max von Sydow	1929	\N	actor,soundtrack,director	tt0181689,tt0080745,tt0050976,tt0477302
nm0001885	Lars von Trier	1956	\N	writer,director,producer	tt0115751,tt0276919,tt1527186,tt0168629
nm0001886	Howard Ross	1941	\N	actor,writer	tt3776668,tt0070023,tt0061218,tt0059672
nm0001887	Paul Brickman	1949	\N	writer,director,producer	tt0100134,tt0139668,tt0250798,tt0086200
nm0001888	Robert Douglas	1909	1999	director,actor,producer	tt0040076,tt0041386,tt0049301,tt0044760
nm0001889	Charles Hawtrey	1914	1988	actor,soundtrack,director	tt0061680,tt0064133,tt0062782,tt0060330
nm0001890	Hugh Herbert	1884	1952	actor,soundtrack,writer	tt0033704,tt0020953,tt0024028,tt0029541
nm0001891	Anthony Higgins	1947	\N	actor,soundtrack	tt0082971,tt0083851,tt0088851,tt0090357
nm0001892	Steve Rice	\N	\N	sound_department,editorial_department	tt0093629,tt0093605,tt0100029,tt0090728
nm0001893	John Archer	1915	1999	actor	tt0033787,tt0054692,tt0042393,tt0042041
nm0001894	Danny Dayton	1923	1999	actor,director,soundtrack	tt0048140,tt0109707,tt0074074,tt0060013
nm0001895	Glenn Miller	1904	1944	soundtrack,actor,music_department	tt0094737,tt0338751,tt0081554,tt0213149
nm0001896	John W. Brown	1882	1949	cinematographer,assistant_director,actor	tt0010464,tt0186313,tt0005939,tt0014260
nm0001897	John M. Davis	\N	\N	music_department,composer,sound_department	tt1374989,tt0395251,tt0337692,tt0118799
nm0001898	Bryan Adams	1959	\N	soundtrack,composer,music_department	tt0108333,tt0112883,tt0166813,tt0102798
nm0001899	Remi Adefarasin	\N	\N	cinematographer,camera_department	tt2674426,tt0127536,tt0185906,tt0276751
nm0001900	Danny Aiello III	1957	2010	stunts,assistant_director,actor	tt0822854,tt0356618,tt0360009,tt0102526
nm0001901	Chantal Akerman	1950	2015	director,writer,actress	tt0216605,tt0118018,tt0073198,tt4881016
nm0001902	Edward Albert	1951	2006	actor,soundtrack,miscellaneous	tt0082431,tt0068326,tt0075950,tt0074899
nm0001903	Norma Aleandro	1936	\N	actress,writer	tt0089276,tt0097116,tt0346765,tt0292542
nm0001904	Corey Allen	1934	2010	director,actor,writer	tt0092455,tt0048545,tt0081873,tt0068135
nm0001905	Yves Allégret	1905	1987	director,writer,assistant_director	tt0049491,tt0039344,tt0046149,tt0035696
nm0001906	Kirk Alyn	1910	1999	actor	tt0038456,tt0044427,tt0042873,tt0040852
nm0001907	Eric Ambler	1909	1998	writer,producer,actor	tt0047376,tt0051994,tt0053455,tt0045659
nm0001908	Gilbert M. 'Broncho Billy' Anderson	1880	1971	director,actor,producer	tt0183803,tt0002610,tt0191848,tt0005026
nm0001909	Björn Andrésen	1955	\N	actor	tt0465689,tt0065955,tt4600502,tt2058617
nm0001910	Kenneth Anger	1927	\N	director,writer,editor	tt0039383,tt0489525,tt0489546,tt0489572
nm0001911	Philip Anglim	1952	\N	actor	tt0086429,tt0084285,tt0166593,tt0095280
nm0001912	Paul Anka	1941	\N	soundtrack,actor,composer	tt0093640,tt1156398,tt0056197,tt0073195
nm0001913	Little Oral Annie	1960	\N	actress	tt0124514,tt0339611,tt0196982,tt0086501
nm0001914	Adam Ant	1954	\N	soundtrack,actor,director	tt0483607,tt0478970,tt0425112,tt0017136
nm0001915	Emile Ardolino	1943	1993	director,producer,miscellaneous	tt0085655,tt0092890,tt0107065,tt0149439
nm0001916	Arletty	1898	1992	actress,soundtrack	tt0037674,tt0155485,tt0177912,tt0056197
nm0001917	Pedro Armendáriz Jr.	1940	2011	actor,producer,soundtrack	tt0120746,tt0097742,tt0236493,tt0285823
nm0001918	Louis Armstrong	1901	1971	soundtrack,actor,music_department	tt0114746,tt0064757,tt0049314,tt0098635
nm0001919	Peggy Ashcroft	1907	1991	actress	tt0067805,tt0087892,tt0080212,tt0026029
nm0001920	Isaac Asimov	1920	1992	writer,miscellaneous,actor	tt0343818,tt0182789,tt0094529,tt0079945
nm0001921	Paul Attanasio	1959	\N	writer,producer,executive	tt0119008,tt0120184,tt0109635,tt0110932
nm0001922	Jean-Pierre Aumont	1911	2001	actor,writer,soundtrack	tt0160634,tt0070460,tt0046000,tt0064137
nm0001923	Margaret Avery	1944	\N	actress	tt0070355,tt0088939,tt2345481,tt0114397
nm0001924	Hoyt Axton	1938	1999	soundtrack,actor,composer	tt0109830,tt0104187,tt0087363,tt0942385
nm0001925	Johann Sebastian Bach	1685	1750	soundtrack,music_department,composer	tt0217869,tt1318514,tt0399201,tt0181689
nm0001926	Joan Baez	1941	\N	soundtrack,music_department,actress	tt1127896,tt5027774,tt0067756,tt0362270
nm0001927	Josephine Baker	1906	1975	soundtrack,actress,music_department	tt0026891,tt0135652,tt0026023,tt1532503
nm0001928	Roy Ward Baker	1916	2010	director,assistant_director,miscellaneous	tt0051994,tt0068230,tt0081178,tt0042810
nm0001929	Josiane Balasko	1950	\N	actress,writer,director	tt1442519,tt1091992,tt0113149,tt0077276
nm0001930	Russell Banks	1940	\N	writer,producer,actor	tt0120255,tt3892058,tt0118564,tt3750408
nm0001931	Binnie Barnes	1903	1998	actress,soundtrack,producer	tt0030241,tt0038108,tt0024473,tt0039037
nm0001932	Richard Barthelmess	1895	1963	actor,soundtrack,producer	tt0031762,tt0012763,tt0011841,tt0009968
nm0001933	Geoffrey Bayldon	1924	2017	actor	tt0063881,tt0061452,tt0051994,tt0056751
nm0001934	Kabir Bedi	1946	\N	actor,miscellaneous	tt4535650,tt0347473,tt0086034,tt0074050
nm0001935	Noah Beery	1882	1946	actor,soundtrack	tt0029818,tt0024548,tt0011439,tt0027646
nm0001936	Roxanne Blaze	1974	\N	actress	tt0104579,tt0106366,tt0112466,tt0128759
nm0001937	Marco Beltrami	1966	\N	composer,music_department,soundtrack	tt0343818,tt0816711,tt1430132,tt0337978
nm0001938	Richard Belzer	1944	\N	actor,writer,producer	tt0203259,tt0106028,tt0125664,tt0086250
nm0001939	Maurice Benard	1963	\N	actor,soundtrack	tt0065272,tt0107566,tt2446980,tt0056758
nm0001940	Peter Benchley	1940	2006	writer,producer,actor	tt0085750,tt0077766,tt0093300,tt0073195
nm0001941	Iris Berben	1950	\N	actress,soundtrack	tt1083452,tt1320320,tt0476019,tt0806904
nm0001942	Luca Bercovici	1957	\N	actor,producer,writer	tt0089200,tt0094884,tt1564777,tt3148266
nm0001943	Marisa Berenson	1947	\N	actress,soundtrack	tt1130984,tt5943392,tt0068327,tt0072684
nm0001944	Edgar Bergen	1903	1978	actor,soundtrack,writer	tt0039404,tt0079588,tt0030359,tt0037297
nm0001945	Claude Berri	1934	2009	producer,actor,writer	tt0063771,tt0107002,tt0792965,tt0091288
nm0001946	Chuck Berry	1926	2017	soundtrack,music_department,actor	tt1959563,tt0119654,tt0120812,tt0088763
nm0001947	Turhan Bey	1922	2012	actor,producer	tt0035096,tt0040829,tt0038778,tt0033650
nm0001948	Charles Bickford	1891	1967	actor,soundtrack	tt0036377,tt0039370,tt0020641,tt0039224
nm0001949	Andrew Birkin	1945	\N	writer,director,actor	tt0106535,tt0091605,tt0396171,tt0094816
nm0001950	Steve Bisley	1951	\N	actor	tt0115417,tt0079501,tt1343092,tt0099138
nm0001951	Björk	1965	\N	soundtrack,composer,actress	tt0114614,tt0168629,tt0120601,tt0110413
nm0001952	Rubén Blades	1948	\N	actor,soundtrack,composer	tt0100403,tt2193215,tt1599348,tt0285823
nm0001953	Moritz Bleibtreu	1971	\N	actor,producer,art_department	tt0430051,tt0130827,tt0250258,tt0177858
nm0001954	Claire Bloom	1931	\N	actress	tt0044837,tt1504320,tt0082186,tt0057129
nm0001955	Ann Blyth	1928	\N	actress,soundtrack	tt0037913,tt0050494,tt0039224,tt0048260
nm0001956	John Wayne Bobbitt	1967	\N	actor	tt2558802,tt0274807,tt0289974,tt0775443
nm0001957	Lloyd Bochner	1924	2005	actor	tt0071054,tt0102510,tt0085863,tt0062138
nm0001958	Dirk Bogarde	1921	1999	actor,writer	tt0064118,tt0075784,tt0057490,tt0059084
nm0001959	Corinne Bohrer	1958	\N	actress	tt0083486,tt0093756,tt0098798,tt0212815
nm0001960	Romane Bohringer	1973	\N	actress,director,writer	tt0115561,tt0114702,tt0172543,tt0105032
nm0001961	Ray Bolger	1904	1987	actor,soundtrack	tt0032138,tt0044370,tt0054649,tt0027698
nm0001962	Lizzie Borden	1958	\N	director,writer,editor	tt0102340,tt0092238,tt0085267,tt0144642
nm0001963	Jesse Borrego	1962	\N	actor,soundtrack,director	tt0118880,tt1657507,tt0083412,tt0106469
